timestamp,WQI8100XCL1.CPV,XI84201.PV,XI84202.PV,XI84123.PV,XI84124.PV,XI84125.PV,FX87211.CPV1,FIC87211.PV,FIC87211.SV,FX87211.P01,FI87208.PV,AIC88049.PV,ZI88001.PV,NIC88002.PV,PIC88007.PV,LIC88006.PV,AIC88055.PV,FIC88022.PV,DIC88023.PV,SI88033.PV,SI88034.PV,MQI88024.CPV,target
165865.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,763.7279,4191,4009.65,21,36.62772,9.005889,0.003755247,29.01902,12.59133,45.75622,-0.08975937,839.7968,55.7108,21.37777,42.2655,728.991,55.68262
165866.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,763.7863,4191.327,4009.65,21,36.62579,9.005962,0.0037281,29.01062,12.5928,45.75746,-0.08980405,839.8343,55.71064,21.30189,42.33049,729.0206,55.68246
165867.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,763.8445,4191.653,4009.65,21,36.62385,9.006036,0.003700953,29.00221,12.59426,45.7587,-0.08984873,839.8718,55.71049,21.22601,42.39549,729.0502,55.68231
165868.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,763.9028,4191.98,4009.65,21,36.62191,9.006109,0.003673807,28.9938,12.59573,45.75994,-0.08989341,839.9092,55.71033,21.15012,42.46048,729.0799,55.68215
165869.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,763.9612,4192.306,4009.65,21,36.61998,9.006183,0.00364666,28.98539,12.59719,45.76118,-0.08993809,839.9467,55.71017,21.07424,42.52547,729.1095,55.682
165870.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,764.0195,4192.633,4009.65,21,36.61804,9.006256,0.003619514,28.97698,12.59866,45.76242,-0.08998276,839.9841,55.71002,20.99835,42.59047,729.1391,55.68184
165871.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,764.0778,4192.959,4009.65,21,36.6161,9.00633,0.003592367,28.96857,12.60012,45.76366,-0.09002744,840.0216,55.70986,20.92247,42.65546,729.1687,55.68168
165872.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,764.1361,4193.286,4009.65,21,36.61416,9.006403,0.00356522,28.96017,12.60159,45.76491,-0.09007213,840.0591,55.7097,20.84659,42.72045,729.1983,55.68153
165873.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,764.1944,4193.613,4009.65,21,36.61223,9.006476,0.003538074,28.95176,12.60305,45.76615,-0.0901168,840.0966,55.70955,20.7707,42.78544,729.228,55.68137
165874.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,764.2527,4193.939,4009.65,21,36.61029,9.00655,0.003510927,28.94335,12.60452,45.76739,-0.09016148,840.134,55.70939,20.69482,42.85044,729.2576,55.68121
165875.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,764.311,4194.266,4009.65,21,36.60835,9.006623,0.003483781,28.93494,12.60598,45.76863,-0.09020616,840.1715,55.70923,20.61893,42.91543,729.2872,55.68106
165876.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,764.3693,4194.592,4009.65,21,36.60641,9.006697,0.003456634,28.92653,12.60745,45.76987,-0.09025084,840.209,55.70908,20.54305,42.98042,729.3168,55.6809
165877.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,764.4276,4194.919,4009.65,21,36.60448,9.00677,0.003429487,28.91812,12.60891,45.77111,-0.09029552,840.2465,55.70892,20.46716,43.04541,729.3464,55.68074
165878.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,764.486,4195.246,4009.65,21,36.60254,9.006844,0.003402341,28.90971,12.61038,45.77235,-0.0903402,840.2839,55.70876,20.39128,43.1104,729.376,55.68058
165879.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,764.5443,4195.572,4009.65,21,36.60061,9.006917,0.003375194,28.9013,12.61184,45.77359,-0.09038488,840.3214,55.70861,20.3154,43.1754,729.4056,55.68043
165880.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,764.6025,4195.899,4009.65,21,36.59867,9.00699,0.003348048,28.89289,12.61331,45.77483,-0.09042955,840.3589,55.70845,20.23951,43.24039,729.4352,55.68027
165881.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,764.6609,4196.226,4009.65,21,36.59673,9.007064,0.003320901,28.88449,12.61477,45.77607,-0.09047423,840.3964,55.70829,20.16363,43.30539,729.4648,55.68011
165882.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,764.7192,4196.552,4009.65,21,36.59479,9.007137,0.003293754,28.87608,12.61624,45.77732,-0.09051891,840.4338,55.70814,20.08775,43.37038,729.4944,55.67996
165883.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,764.7775,4196.878,4009.65,21,36.59285,9.007211,0.003266608,28.86767,12.6177,45.77856,-0.0905636,840.4713,55.70798,20.01186,43.43537,729.5241,55.6798
165884.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,764.8358,4197.205,4009.65,21,36.59092,9.007284,0.003239461,28.85926,12.61917,45.7798,-0.09060827,840.5088,55.70782,19.93598,43.50036,729.5537,55.67965
165885.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,764.8941,4197.532,4009.65,21,36.58898,9.007358,0.003212315,28.85085,12.62063,45.78104,-0.09065295,840.5463,55.70767,19.86009,43.56535,729.5833,55.67949
165886.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,764.9524,4197.858,4009.65,21,36.58704,9.007431,0.003185168,28.84244,12.6221,45.78228,-0.09069763,840.5837,55.70751,19.78421,43.63035,729.6129,55.67933
165887.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,765.0107,4198.185,4009.65,21,36.58511,9.007504,0.003158021,28.83403,12.62356,45.78352,-0.0907423,840.6212,55.70736,19.70833,43.69534,729.6425,55.67918
165888.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,765.069,4198.512,4009.65,21,36.58317,9.007578,0.003130875,28.82563,12.62503,45.78476,-0.09078699,840.6587,55.7072,19.63244,43.76033,729.6721,55.67902
165889.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,765.1273,4198.838,4009.65,21,36.58123,9.007651,0.003103728,28.81722,12.62649,45.786,-0.09083167,840.6962,55.70704,19.55656,43.82533,729.7018,55.67886
165890.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,765.1857,4199.165,4009.65,21,36.57929,9.007725,0.003076581,28.80881,12.62796,45.78724,-0.09087635,840.7336,55.70689,19.48067,43.89032,729.7314,55.67871
165891.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,765.244,4199.491,4009.65,21,36.57736,9.007798,0.003049435,28.8004,12.62942,45.78848,-0.09092102,840.7711,55.70673,19.40479,43.95531,729.761,55.67855
165892.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,765.3022,4199.818,4009.65,21,36.57542,9.007872,0.003022288,28.79199,12.63089,45.78973,-0.0909657,840.8086,55.70657,19.32891,44.0203,729.7906,55.67839
165893.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,765.3606,4200.145,4009.65,21,36.57348,9.007945,0.002995142,28.78358,12.63235,45.79097,-0.09101038,840.8461,55.70642,19.25302,44.0853,729.8202,55.67824
165894.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,765.4189,4200.471,4009.65,21,36.57154,9.008018,0.002967995,28.77517,12.63381,45.79221,-0.09105506,840.8835,55.70626,19.17714,44.15029,729.8499,55.67808
165895.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,765.4772,4200.798,4009.65,21,36.56961,9.008092,0.002940848,28.76677,12.63528,45.79345,-0.09109974,840.921,55.7061,19.10125,44.21528,729.8795,55.67793
165896.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,765.5355,4201.124,4009.65,21,36.56767,9.008165,0.002913702,28.75836,12.63674,45.79469,-0.09114442,840.9585,55.70595,19.02537,44.28027,729.9091,55.67777
165897.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,765.5938,4201.451,4009.65,21,36.56573,9.008239,0.002886555,28.74995,12.63821,45.79593,-0.0911891,840.996,55.70579,18.94949,44.34526,729.9387,55.67761
165898.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,765.6522,4201.777,4009.65,21,36.5638,9.008312,0.002859409,28.74154,12.63967,45.79717,-0.09123378,841.0334,55.70563,18.8736,44.41026,729.9683,55.67746
165899.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,765.7104,4202.104,4009.65,21,36.56186,9.008386,0.002832262,28.73313,12.64114,45.79841,-0.09127846,841.0709,55.70547,18.79772,44.47525,729.9979,55.6773
165900.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,765.7687,4202.431,4009.65,21,36.55992,9.008459,0.002805115,28.72472,12.6426,45.79965,-0.09132314,841.1083,55.70532,18.72183,44.54024,730.0275,55.67714
165901.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,765.8271,4202.757,4009.65,21,36.55798,9.008533,0.002777969,28.71631,12.64407,45.80089,-0.09136781,841.1458,55.70516,18.64595,44.60524,730.0571,55.67699
165902.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,765.8854,4203.083,4009.65,21,36.55605,9.008606,0.002750822,28.7079,12.64553,45.80214,-0.09141249,841.1833,55.70501,18.57007,44.67023,730.0867,55.67683
165903.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,765.9437,4203.41,4009.65,21,36.55411,9.008678,0.002723675,28.6995,12.647,45.80338,-0.09145717,841.2208,55.70485,18.49418,44.73522,730.1163,55.67667
165904.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,766.002,4203.737,4009.65,21,36.55217,9.008752,0.002696529,28.69109,12.64846,45.80462,-0.09150185,841.2582,55.70469,18.4183,44.80021,730.146,55.67651
165905.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,766.0603,4204.063,4009.65,21,36.55024,9.008825,0.002669382,28.68268,12.64993,45.80586,-0.09154653,841.2957,55.70454,18.34241,44.8652,730.1756,55.67636
165906.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,766.1186,4204.39,4009.65,21,36.5483,9.008899,0.002642235,28.67427,12.65139,45.8071,-0.09159121,841.3332,55.70438,18.26653,44.9302,730.2052,55.6762
165907.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,766.1769,4204.717,4009.65,21,36.54636,9.008972,0.002615089,28.66586,12.65286,45.80834,-0.09163589,841.3707,55.70422,18.19065,44.99519,730.2348,55.67604
165908.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,766.2352,4205.043,4009.65,21,36.54443,9.009046,0.002587942,28.65745,12.65432,45.80958,-0.09168056,841.4081,55.70407,18.11476,45.06018,730.2644,55.67589
165909.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,766.2935,4205.37,4009.65,21,36.54249,9.009119,0.002560796,28.64904,12.65579,45.81082,-0.09172525,841.4456,55.70391,18.03888,45.12518,730.2941,55.67573
165910.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,766.3519,4205.696,4009.65,21,36.54055,9.009192,0.002533649,28.64064,12.65725,45.81206,-0.09176993,841.4831,55.70375,17.963,45.19017,730.3237,55.67558
165911.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,766.4102,4206.023,4009.65,21,36.53861,9.009266,0.002506502,28.63223,12.65872,45.8133,-0.0918146,841.5206,55.7036,17.88711,45.25516,730.3533,55.67542
165912.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,766.4684,4206.35,4009.65,21,36.53667,9.009339,0.002479356,28.62382,12.66018,45.81454,-0.09185928,841.558,55.70344,17.81123,45.32015,730.3829,55.67526
165913.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,766.5268,4206.676,4009.65,21,36.53474,9.009413,0.002452209,28.61541,12.66165,45.81578,-0.09190396,841.5955,55.70329,17.73534,45.38515,730.4125,55.67511
165914.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,766.5851,4207.003,4009.65,21,36.5328,9.009486,0.002425062,28.607,12.66311,45.81702,-0.09194864,841.633,55.70313,17.65946,45.45014,730.4421,55.67495
165915.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,766.6434,4207.329,4009.65,21,36.53086,9.00956,0.002397916,28.59859,12.66458,45.81827,-0.09199332,841.6705,55.70297,17.58357,45.51513,730.4717,55.67479
165916.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,766.7017,4207.656,4009.65,21,36.52893,9.009633,0.002370769,28.59018,12.66604,45.81951,-0.092038,841.7079,55.70282,17.50769,45.58012,730.5013,55.67464
165917.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,766.76,4207.982,4009.65,21,36.52699,9.009706,0.002343623,28.58178,12.66751,45.82075,-0.09208268,841.7454,55.70266,17.43181,45.64511,730.5309,55.67448
165918.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,766.8183,4208.309,4009.65,21,36.52505,9.00978,0.002316476,28.57337,12.66897,45.82199,-0.09212735,841.7829,55.7025,17.35592,45.71011,730.5605,55.67432
165919.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,766.8766,4208.636,4009.65,21,36.52311,9.009853,0.002289329,28.56496,12.67044,45.82323,-0.09217203,841.8204,55.70235,17.28004,45.7751,730.5901,55.67417
165920.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,766.9349,4208.962,4009.65,21,36.52118,9.009927,0.002262183,28.55655,12.6719,45.82447,-0.09221672,841.8578,55.70219,17.20415,45.8401,730.6198,55.67401
165921.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,766.9932,4209.289,4009.65,21,36.51924,9.01,0.002235036,28.54814,12.67337,45.82571,-0.0922614,841.8953,55.70203,17.12827,45.90509,730.6494,55.67385
165922.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,767.0516,4209.615,4009.65,21,36.5173,9.010074,0.00220789,28.53973,12.67483,45.82695,-0.09230607,841.9328,55.70188,17.05239,45.97008,730.679,55.6737
165923.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,767.1099,4209.942,4009.65,21,36.51537,9.010147,0.002180743,28.53132,12.6763,45.82819,-0.09235075,841.9703,55.70172,16.9765,46.03507,730.7086,55.67354
165924.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,767.1682,4210.269,4009.65,21,36.51343,9.010221,0.002153596,28.52291,12.67776,45.82943,-0.09239543,842.0078,55.70156,16.90062,46.10006,730.7382,55.67339
165925.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,767.2265,4210.595,4009.65,21,36.51149,9.010294,0.00212645,28.51451,12.67922,45.83068,-0.09244011,842.0452,55.7014,16.82474,46.16506,730.7679,55.67323
165926.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,767.2848,4210.922,4009.65,21,36.50956,9.010367,0.002099303,28.5061,12.68069,45.83192,-0.09248479,842.0827,55.70125,16.74885,46.23005,730.7975,55.67307
165927.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,767.3431,4211.249,4009.65,21,36.50762,9.010441,0.002072157,28.49769,12.68215,45.83316,-0.09252947,842.1202,55.70109,16.67297,46.29504,730.8271,55.67292
165928.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,767.4014,4211.575,4009.65,21,36.50568,9.010514,0.00204501,28.48928,12.68362,45.8344,-0.09257415,842.1576,55.70094,16.59708,46.36003,730.8567,55.67276
165929.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,767.4597,4211.901,4009.65,21,36.50374,9.010588,0.002017863,28.48087,12.68508,45.83564,-0.09261882,842.1951,55.70078,16.5212,46.42503,730.8863,55.6726
165930.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,767.518,4212.228,4009.65,21,36.5018,9.010661,0.001990717,28.47246,12.68655,45.83688,-0.0926635,842.2325,55.70062,16.44532,46.49002,730.916,55.67244
165931.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,767.5764,4212.555,4009.65,21,36.49987,9.010735,0.00196357,28.46405,12.68801,45.83812,-0.09270819,842.27,55.70047,16.36943,46.55501,730.9456,55.67229
165932.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,767.6346,4212.881,4009.65,21,36.49793,9.010808,0.001936423,28.45564,12.68948,45.83936,-0.09275286,842.3075,55.70031,16.29355,46.62001,730.9752,55.67213
165933.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,767.6929,4213.208,4009.65,21,36.49599,9.010881,0.001909277,28.44724,12.69094,45.8406,-0.09279754,842.345,55.70015,16.21766,46.685,731.0048,55.67197
165934.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,767.7513,4213.535,4009.65,21,36.49406,9.010955,0.00188213,28.43883,12.69241,45.84184,-0.09284222,842.3824,55.7,16.14178,46.74999,731.0344,55.67182
165935.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,767.8096,4213.861,4009.65,21,36.49212,9.011028,0.001854984,28.43042,12.69387,45.84309,-0.0928869,842.4199,55.69984,16.0659,46.81498,731.064,55.67166
165936.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,767.8679,4214.188,4009.65,21,36.49018,9.011102,0.001827837,28.42201,12.69534,45.84433,-0.09293158,842.4574,55.69968,15.99001,46.87997,731.0936,55.6715
165937.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,767.9262,4214.514,4009.65,21,36.48825,9.011175,0.00180069,28.4136,12.6968,45.84557,-0.09297626,842.4949,55.69953,15.91413,46.94497,731.1232,55.67135
165938.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,767.9845,4214.841,4009.65,21,36.48631,9.011249,0.001773544,28.40519,12.69827,45.84681,-0.09302094,842.5323,55.69937,15.83824,47.00996,731.1528,55.67119
165939.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,768.0428,4215.167,4009.65,21,36.48437,9.011322,0.001746397,28.39679,12.69973,45.84805,-0.09306561,842.5698,55.69921,15.76236,47.07495,731.1824,55.67104
165940.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,768.1011,4215.494,4009.65,21,36.48243,9.011395,0.001719251,28.38838,12.7012,45.84929,-0.09311029,842.6073,55.69906,15.68648,47.13995,731.212,55.67088
165941.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,768.1594,4215.82,4009.65,21,36.4805,9.011469,0.001692104,28.37997,12.70266,45.85053,-0.09315497,842.6448,55.6989,15.61059,47.20494,731.2417,55.67072
165942.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,768.2177,4216.147,4009.65,21,36.47856,9.011542,0.001664957,28.37156,12.70413,45.85177,-0.09319966,842.6823,55.69875,15.53471,47.26993,731.2713,55.67057
165943.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,768.2761,4216.474,4009.65,21,36.47662,9.011616,0.001637811,28.36315,12.70559,45.85301,-0.09324433,842.7197,55.69859,15.45882,47.33492,731.3009,55.67041
165944.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,768.3344,4216.8,4009.65,21,36.47469,9.011689,0.001610664,28.35474,12.70706,45.85425,-0.09328901,842.7572,55.69843,15.38294,47.39991,731.3305,55.67025
165945.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,768.3926,4217.127,4009.65,21,36.47275,9.011763,0.001583517,28.34633,12.70852,45.8555,-0.09333369,842.7947,55.69828,15.30706,47.46491,731.3601,55.6701
165946.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,768.451,4217.454,4009.65,21,36.47081,9.011836,0.001556371,28.33792,12.70999,45.85674,-0.09337837,842.8322,55.69812,15.23117,47.5299,731.3898,55.66994
165947.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,768.5093,4217.78,4009.65,21,36.46887,9.011909,0.001529224,28.32952,12.71145,45.85798,-0.09342305,842.8696,55.69796,15.15529,47.59489,731.4194,55.66978
165948.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,768.5676,4218.106,4009.65,21,36.46693,9.011983,0.001502078,28.32111,12.71292,45.85922,-0.09346773,842.9071,55.69781,15.0794,47.65989,731.449,55.66963
165949.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,768.6259,4218.433,4009.65,21,36.465,9.012056,0.001474931,28.3127,12.71438,45.86046,-0.09351241,842.9446,55.69765,15.00352,47.72488,731.4786,55.66947
165950.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,768.6842,4218.76,4009.65,21,36.46306,9.01213,0.001447784,28.30429,12.71585,45.8617,-0.09355708,842.9821,55.69749,14.92764,47.78987,731.5082,55.66932
165951.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,768.7425,4219.086,4009.65,21,36.46112,9.012203,0.001420638,28.29588,12.71731,45.86294,-0.09360176,843.0195,55.69733,14.85175,47.85486,731.5378,55.66916
165952.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,768.8008,4219.413,4009.65,21,36.45919,9.012277,0.001393491,28.28747,12.71877,45.86418,-0.09364644,843.057,55.69718,14.77587,47.91986,731.5674,55.669
165953.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,768.8591,4219.74,4009.65,21,36.45725,9.01235,0.001366345,28.27906,12.72024,45.86542,-0.09369112,843.0945,55.69702,14.69998,47.98485,731.597,55.66885
165954.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,768.9174,4220.066,4009.65,21,36.45531,9.012424,0.001339198,28.27065,12.7217,45.86666,-0.0937358,843.132,55.69687,14.6241,48.04984,731.6266,55.66869
165955.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,768.9758,4220.393,4009.65,21,36.45338,9.012497,0.001312051,28.26225,12.72317,45.8679,-0.09378048,843.1694,55.69671,14.54822,48.11483,731.6563,55.66853
165956.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,769.0341,4220.719,4009.65,21,36.45144,9.01257,0.001284905,28.25384,12.72463,45.86914,-0.09382516,843.2069,55.69655,14.47233,48.17982,731.6859,55.66837
165957.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,769.0923,4221.046,4009.65,21,36.4495,9.012644,0.001257758,28.24543,12.7261,45.87038,-0.09386984,843.2443,55.6964,14.39645,48.24482,731.7155,55.66822
165958.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,769.1507,4221.373,4009.65,21,36.44756,9.012717,0.001230611,28.23702,12.72756,45.87163,-0.09391452,843.2818,55.69624,14.32056,48.30981,731.7451,55.66806
165959.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,769.209,4221.699,4009.65,21,36.44563,9.012791,0.001203465,28.22861,12.72903,45.87287,-0.0939592,843.3193,55.69608,14.24468,48.37481,731.7747,55.6679
165960.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,769.2673,4222.026,4009.65,21,36.44369,9.012864,0.001176318,28.2202,12.73049,45.87411,-0.09400387,843.3568,55.69593,14.1688,48.4398,731.8043,55.66775
165961.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,769.3256,4222.352,4009.65,21,36.44175,9.012938,0.001149172,28.21179,12.73196,45.87535,-0.09404855,843.3942,55.69577,14.09291,48.50479,731.834,55.66759
165962.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,769.3839,4222.679,4009.65,21,36.43982,9.013011,0.001122025,28.20339,12.73342,45.87659,-0.09409323,843.4317,55.69561,14.01703,48.56978,731.8636,55.66743
165963.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,769.4422,4223.005,4009.65,21,36.43788,9.013084,0.001094878,28.19498,12.73489,45.87783,-0.09413791,843.4692,55.69546,13.94114,48.63477,731.8932,55.66728
165964.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,769.5005,4223.332,4009.65,21,36.43594,9.013158,0.001067732,28.18657,12.73635,45.87907,-0.09418259,843.5067,55.6953,13.86526,48.69977,731.9228,55.66712
165965.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,769.5588,4223.659,4009.65,21,36.434,9.013231,0.001040585,28.17816,12.73782,45.88031,-0.09422727,843.5441,55.69514,13.78938,48.76476,731.9524,55.66697
165966.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,769.6171,4223.985,4009.65,21,36.43207,9.013305,0.001013439,28.16975,12.73928,45.88155,-0.09427195,843.5816,55.69499,13.71349,48.82975,731.982,55.6426
165967.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,769.6755,4224.312,4009.65,21,36.43013,9.013378,0.000986292,28.16134,12.74075,45.88279,-0.09431662,843.6191,55.69483,13.63761,48.89474,732.0117,55.64864
165968.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,769.7338,4224.638,4009.65,21,36.42819,9.013452,0.000959145,28.15294,12.74221,45.88404,-0.09436131,843.6566,55.69468,13.56172,48.95974,732.0413,55.65345
165969.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,769.7921,4224.965,4009.65,21,36.42625,9.013525,0.000931999,28.14453,12.74368,45.88528,-0.09440599,843.694,55.69452,13.48584,49.02473,732.0709,55.63677
165970.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,769.8504,4225.292,4009.65,21,36.42432,9.013598,0.000904852,28.13612,12.74514,45.88652,-0.09445067,843.7315,55.69436,13.40996,49.08972,732.1005,55.63927
165971.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,769.9087,4225.618,4009.65,21,36.42238,9.013672,0.000877705,28.12771,12.74661,45.88776,-0.09449534,843.769,55.69421,13.33407,49.15472,732.1301,55.618
165972.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,769.967,4225.945,4009.65,21,36.42044,9.013745,0.000850559,28.1193,12.74807,45.889,-0.09454002,843.8065,55.69405,13.25819,49.21971,732.1597,55.61809
165973.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,770.0253,4226.271,4009.65,21,36.41851,9.013819,0.000823412,28.11089,12.74954,45.89024,-0.0945847,843.8439,55.69389,13.18231,49.2847,732.1893,55.61707
165974.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,770.0836,4226.598,4009.65,21,36.41657,9.013892,0.000796266,28.10248,12.751,45.89148,-0.09462938,843.8814,55.69374,13.10642,49.34969,732.2189,55.61566
165975.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,770.142,4226.924,4009.65,21,36.41463,9.013966,0.000769119,28.09407,12.75247,45.89272,-0.09467406,843.9189,55.69358,13.03054,49.41468,732.2485,55.63379
165976.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,770.2003,4227.251,4009.65,21,36.41269,9.014039,0.000741972,28.08566,12.75393,45.89396,-0.09471874,843.9564,55.69342,12.95465,49.47968,732.2781,55.65247
165977.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,770.2585,4227.578,4009.65,21,36.41076,9.014112,0.000714826,28.07726,12.7554,45.8952,-0.09476342,843.9938,55.69326,12.87877,49.54467,732.3078,55.67458
165978.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,770.3169,4227.904,4009.65,21,36.40882,9.014186,0.000687679,28.06885,12.75686,45.89645,-0.09480809,844.0313,55.69311,12.80289,49.60966,732.3374,55.69333
165979.0,Bad Input,110.064,79.3376,0.05625,5.74735,29.8442,770.3752,4228.231,4009.65,21,36.40688,9.014259,0.000660533,28.06044,12.75833,45.89769,-0.09485278,844.0688,55.69295,12.727,49.67466,732.367,55.72553
